ID	label	TYPE	parent class	description	definition source	comment	biolink equivalent	confirmed exact synonym	literature mining synonyms	madin synonym or field	synonym source	bacdive keyword synonym	bactotraits synonym
METPO:1000127	GC content	owl:Class	quality	A quality describing the percentage of guanine and cytosine nucleotides in genomic DNA, calculated as the ratio of GC base pairs to total base pairs.	PATO:0001997|CHEBI:16235|CHEBI:16040	GC content varies widely across species (25-75%) and is taxonomically informative. | Reasoning: Definition specifies calculation method and components. Important taxonomic and evolutionary marker. | Parent class ID: PATO:0000001							
METPO:1000669	crescent shaped	owl:Class	cell shape	A cell shape in which an organism has a curved, crescent or comma-like morphology with one axis of curvature.	PATO:0002007|PATO:0000052	Characteristic shape of Vibrio species and some other curved bacteria. | Reasoning: Definition describes characteristic curved geometry. Typical of Vibrio and related genera. | Parent class ID: PATO:0000052							
METPO:1001005	culture temperature observation	owl:Class	observation	An observation that records the temperature at which a microbial culture is maintained during laboratory cultivation or experimental conditions.	OBI:0000011|PATO:0000146	Distinct from optimum temperature observation which measures growth optima. | Reasoning: Definition specifies observation context (culture conditions) and measurement type (temperature). | Parent class ID: OBI:0000011							
METPO:1000731	nutrient adaptation	owl:Class	trophic type	A trophic type describing an organism's physiological and metabolic adaptations to specific nutrient availability levels in its environment.	GO:0009267|GO:0006091	Parent class for oligotrophic, copiotrophic, and other nutrient-related adaptations. | Reasoning: High-level category for oligotrophic, copiotrophic, and related adaptations. | Parent class ID: GO:0006091							
METPO:1001001	optimum temperature observation	owl:Class	observation	An observation that identifies the temperature at which a microorganism exhibits maximum growth rate or metabolic activity.	OBI:0000011|PATO:0000146	Measures optimal growth temperature, distinct from culture temperature. | Reasoning: Definition specifies observation of optimal conditions for growth or metabolism. | Parent class ID: OBI:0000011							
METPO:1000332	pH range (cellular homeostasis)	owl:Class	phenotype	A phenotype describing the span of hydrogen ion concentrations within which a microorganism can maintain cellular homeostasis and sustain growth.	PATO:0001842|GO:0042592	Defines functional range for homeostasis, not just tolerance limits. | Reasoning: Definition emphasizes homeostatic capability across pH range rather than single optimum. | Parent class ID: PATO:0000001							
METPO:1000677	ovoid shaped	owl:Class	cell shape	A cell shape in which an organism has an egg-like or oval morphology, rounded at both ends with one end often slightly broader than the other.	PATO:0002266|PATO:0000052	Similar to ellipsoidal but often with slight asymmetry. | Reasoning: Definition describes egg-like geometry, distinguishing from ellipsoidal by asymmetry. | Parent class ID: PATO:0000052							
METPO:1000671	diplococcus shaped	owl:Class	cell shape	A cell shape arrangement in which spherical cells remain attached in pairs following cell division, forming characteristic doublets.	PATO:0001201|PATO:0000052	Characteristic of Streptococcus pneumoniae and Neisseria species. | Reasoning: Definition emphasizes paired arrangement of cocci as distinguishing feature. | Parent class ID: PATO:0000052							
METPO:1000674	filament shaped	owl:Class	cell shape	A cell shape in which an organism forms elongated, thread-like structures composed of cells remaining attached end-to-end after division.	PATO:0001933|PATO:0000052	Common in actinobacteria and some cyanobacteria. | Reasoning: Definition emphasizes linear chain formation and elongated thread-like morphology. | Parent class ID: PATO:0000052							
METPO:1000525	microbe	owl:Class	material entity	A material entity consisting of an organism or virus that is too small to be viewed by the unaided eye, typically requiring microscopy for observation.	OHMI:0000460|BFO:0000040	METPO primarily concerned with bacteria and archaea, including giant bacteria like Thiomargarita. | Reasoning: Definition based on size criterion and microscopy requirement. Uses OHMI definition. | Parent class ID: BFO:0000040							
METPO:1000634	chemoautolithotrophic	owl:Class	trophic type	A trophic type in which an organism uses chemical oxidation of inorganic compounds as the energy source and carbon dioxide as the primary carbon source for biosynthesis.	GO:0015980|GO:0015977	Common in nitrifying bacteria and sulfur-oxidizing bacteria. | Reasoning: Combines chemotrophy (chemical energy), lithotrophy (inorganic electron donors), and autotrophy (CO2 fixation). | Parent class ID: GO:0006091							
METPO:1000649	lithotrophic	owl:Class	trophic type	A trophic type in which an organism uses inorganic compounds as electron donors for energy generation.	GO:0015980	Parent category for various lithotrophs using different inorganic substrates. | Reasoning: Definition emphasizes inorganic electron donors as distinguishing feature. | Parent class ID: GO:0006091							
METPO:1000681	rod shaped	owl:Class	cell shape	A cell shape in which an organism has an elongated, cylindrical morphology with relatively straight sides and rounded or flat ends.	PATO:0002219|GO:0009877	Also known as bacillus shape. Very common in bacteria. | Reasoning: Standard bacillus morphology description. Common bacterial shape. | Parent class ID: PATO:0000052							
METPO:1000631	trophic type	owl:Class	phenotype	A phenotype describing how an organism obtains carbon and energy for growth and metabolism.	GO:0006091|PATO:0000001	Fundamental classification of nutritional strategies. | Reasoning: High-level category defining nutritional strategies. Parent for autotrophy, heterotrophy, etc. | Parent class ID: PATO:0000001							
METPO:1000650	methanotrophic	owl:Class	trophic type	A trophic type in which an organism uses methane as the primary carbon and energy source through oxidation of methane to carbon dioxide.	GO:0015977|CHEBI:16183	Important in methane cycle. Found in both aerobic and anaerobic methanotrophs. | Reasoning: Definition specifies methane as both carbon and energy source, distinguishing methanotrophs. | Parent class ID: GO:0006091							
METPO:1000657	photoheterotrophic	owl:Class	trophic type	A trophic type in which an organism uses light as the energy source and organic compounds as the primary carbon source for biosynthesis.	GO:0015979|GO:0006091	Found in purple non-sulfur bacteria and some green non-sulfur bacteria. | Reasoning: Combines phototrophy (light energy) with heterotrophy (organic carbon). | Parent class ID: GO:0006091							
